2022/10/28 16:17:43 Hello world!
2022/10/28 16:17:43 
2022/10/28 16:17:43 
2022/10/28 16:17:43 
2022/10/28 16:17:43 ---------main---------
2022/10/28 16:17:43 command: extract-prem-all
2022/10/28 16:17:43 [Extract] --------------------------------------------------------------------------------------------------------------------------------
2022/10/28 16:17:43 Global Config: &{Twitter:{ClientKey:iMKZwLkSRmadpYBJY1a2M84mr Bearer:AAAAAAAAAAAAAAAAAAAAAPObhAEAAAAAAI%2BtMFORmxN86Tl0ajnF3DtHbWQ%3DmtEmLQqoN26iCHsTdaHJiKbKXWkHT6x4CL52fzz7GYfzzYTvp5 ClientSecret:7p2aI9M4yGohN9k3mM1HHqRARoo6GcnK70QSF8AM74cUSh7cr4 DevEnvironment:env1} Now:2022-10-28 16:17:43.618976 +0800 +08 m=+0.054145915 DB:{DBFileName:data/fullproj.db}} 
2022/10/28 16:17:43 [NewDBCN_Twitt] Will try access existing db.
2022/10/28 16:17:43 Creating Tweets table...
2022/10/28 16:17:43 Tweets table created
2022/10/28 16:17:43 [GetAndStore] ---------------- 
2022/10/28 16:17:43 [GetAndStore] [-1](Infinite request cycles) 
2022/10/28 16:17:43 [GetAndStore] Environment: env1 Request Count: -1 Endpoint: fullarchive 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 17:50:12 +0800 +08 ID: 1575060295407370241 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 17:47:55 +0800 +08 ID: 1575059722121584640 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 17:29:54 +0800 +08 ID: 1575055188276047872 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 17:08:11 +0800 +08 ID: 1575049720732741632 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 17:02:58 +0800 +08 ID: 1575048410620907521 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 16:54:19 +0800 +08 ID: 1575046232329752576 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 16:38:43 +0800 +08 ID: 1575042305752694784 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 16:09:31 +0800 +08 ID: 1575034960301682689 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 15:28:48 +0800 +08 ID: 1575024710579953664 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 15:01:54 +0800 +08 ID: 1575017944140382208 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 14:52:49 +0800 +08 ID: 1575015654499164161 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 14:45:31 +0800 +08 ID: 1575013820543619072 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 13:56:29 +0800 +08 ID: 1575001479794270208 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 13:53:38 +0800 +08 ID: 1575000763092193280 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 13:48:24 +0800 +08 ID: 1574999443614887937 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 12:32:54 +0800 +08 ID: 1574980446261112833 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 12:17:02 +0800 +08 ID: 1574976453854527488 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 12:02:24 +0800 +08 ID: 1574972770618085376 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 11:58:31 +0800 +08 ID: 1574971790744760321 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 11:51:28 +0800 +08 ID: 1574970020081213441 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 11:32:47 +0800 +08 ID: 1574965316626817024 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 10:50:08 +0800 +08 ID: 1574954581309759489 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 10:50:05 +0800 +08 ID: 1574954568466800640 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 10:39:13 +0800 +08 ID: 1574951834187608064 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 10:28:15 +0800 +08 ID: 1574949077262868480 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 10:24:32 +0800 +08 ID: 1574948140750630912 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 10:24:20 +0800 +08 ID: 1574948089190023168 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 10:07:18 +0800 +08 ID: 1574943802703355905 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 10:07:07 +0800 +08 ID: 1574943758453555201 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 09:37:15 +0800 +08 ID: 1574936241753116673 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 09:31:40 +0800 +08 ID: 1574934834975100930 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 09:28:22 +0800 +08 ID: 1574934004117123072 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 09:24:46 +0800 +08 ID: 1574933100236222465 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 08:57:29 +0800 +08 ID: 1574926234358009857 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 08:32:34 +0800 +08 ID: 1574919961872846853 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 08:11:20 +0800 +08 ID: 1574914620175056896 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 07:59:52 +0800 +08 ID: 1574911735688896512 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 07:44:22 +0800 +08 ID: 1574907834759798785 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 07:41:53 +0800 +08 ID: 1574907206650060801 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 07:41:27 +0800 +08 ID: 1574907098458394629 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 07:39:28 +0800 +08 ID: 1574906601185906690 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 07:34:13 +0800 +08 ID: 1574905277559603201 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 07:18:42 +0800 +08 ID: 1574901372973387776 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 07:10:09 +0800 +08 ID: 1574899223689973760 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 06:57:54 +0800 +08 ID: 1574896140071628801 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 06:56:31 +0800 +08 ID: 1574895791822450688 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 06:50:31 +0800 +08 ID: 1574894280812146688 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 06:38:18 +0800 +08 ID: 1574891205510320133 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 06:35:15 +0800 +08 ID: 1574890440884514816 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 06:22:50 +0800 +08 ID: 1574887313603448832 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 06:03:22 +0800 +08 ID: 1574882417122353188 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 05:33:57 +0800 +08 ID: 1574875013131665408 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 05:29:58 +0800 +08 ID: 1574874009916694528 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 05:13:18 +0800 +08 ID: 1574869816556474368 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 04:39:57 +0800 +08 ID: 1574861421791174656 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 04:37:16 +0800 +08 ID: 1574860746101399552 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 02:41:37 +0800 +08 ID: 1574831642405122048 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 02:40:44 +0800 +08 ID: 1574831419586924545 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 01:31:55 +0800 +08 ID: 1574814102236852224 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 01:22:55 +0800 +08 ID: 1574811840038567945 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 01:11:19 +0800 +08 ID: 1574808918865244169 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 01:04:29 +0800 +08 ID: 1574807198936727552 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:52:15 +0800 +08 ID: 1574804122699960321 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:46:07 +0800 +08 ID: 1574802578155573249 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:38:56 +0800 +08 ID: 1574800768254631937 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:31:40 +0800 +08 ID: 1574798942507655172 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:27:46 +0800 +08 ID: 1574797958444621824 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:25:12 +0800 +08 ID: 1574797311351218179 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:25:07 +0800 +08 ID: 1574797292988936192 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:18:26 +0800 +08 ID: 1574795611408195587 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:14:01 +0800 +08 ID: 1574794500588724224 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:07:49 +0800 +08 ID: 1574792939708223493 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-28 00:02:49 +0800 +08 ID: 1574791681722834944 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 23:59:44 +0800 +08 ID: 1574790905319817216 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 23:52:56 +0800 +08 ID: 1574789195201384449 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 23:34:38 +0800 +08 ID: 1574784587397332992 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 23:19:18 +0800 +08 ID: 1574780727266521089 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 23:19:12 +0800 +08 ID: 1574780705879445504 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 23:18:23 +0800 +08 ID: 1574780497690927104 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 23:06:07 +0800 +08 ID: 1574777411031695360 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 23:04:31 +0800 +08 ID: 1574777009854894080 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 23:00:45 +0800 +08 ID: 1574776059441999872 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:51:29 +0800 +08 ID: 1574773729158397952 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:42:06 +0800 +08 ID: 1574771367178043393 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:39:48 +0800 +08 ID: 1574770786757644288 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:30:25 +0800 +08 ID: 1574768425179951105 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:22:22 +0800 +08 ID: 1574766400241291264 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:20:49 +0800 +08 ID: 1574766011672559616 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:18:19 +0800 +08 ID: 1574765383403573248 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:15:09 +0800 +08 ID: 1574764584384462848 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:09:51 +0800 +08 ID: 1574763250478362627 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:08:51 +0800 +08 ID: 1574762998186790913 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:08:50 +0800 +08 ID: 1574762996681035779 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:05:25 +0800 +08 ID: 1574762135158427650 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:04:57 +0800 +08 ID: 1574762019622129665 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 22:04:40 +0800 +08 ID: 1574761945680711681 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 21:57:11 +0800 +08 ID: 1574760064766078976 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 21:47:31 +0800 +08 ID: 1574757630954053636 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 21:46:19 +0800 +08 ID: 1574757327835893760 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 21:43:05 +0800 +08 ID: 1574756514132553728 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 21:32:43 +0800 +08 ID: 1574753906323849219 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 21:27:43 +0800 +08 ID: 1574752647915401228 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 21:18:38 +0800 +08 ID: 1574750363596386304 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 21:10:11 +0800 +08 ID: 1574748237264666624 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 21:09:23 +0800 +08 ID: 1574748034214547456 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:48:10 +0800 +08 ID: 1574742693975990272 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:47:56 +0800 +08 ID: 1574742634572107776 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:44:23 +0800 +08 ID: 1574741743614169089 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:34:05 +0800 +08 ID: 1574739149856583681 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:33:36 +0800 +08 ID: 1574739030561824769 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:28:41 +0800 +08 ID: 1574737791350493184 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:26:18 +0800 +08 ID: 1574737192991461380 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:26:05 +0800 +08 ID: 1574737138088050688 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:25:57 +0800 +08 ID: 1574737103451090945 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:24:20 +0800 +08 ID: 1574736695865446400 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:08:17 +0800 +08 ID: 1574732658227445760 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:08:04 +0800 +08 ID: 1574732603118141441 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:06:36 +0800 +08 ID: 1574732233008508928 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 20:01:28 +0800 +08 ID: 1574730940899012609 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:56:07 +0800 +08 ID: 1574729597500784640 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:53:49 +0800 +08 ID: 1574729017344696321 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:53:06 +0800 +08 ID: 1574728838231511042 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:52:28 +0800 +08 ID: 1574728678927663104 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:50:42 +0800 +08 ID: 1574728234804969473 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:50:28 +0800 +08 ID: 1574728173463699456 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:45:39 +0800 +08 ID: 1574726963885113344 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:43:28 +0800 +08 ID: 1574726412778745856 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:43:20 +0800 +08 ID: 1574726377940561920 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:43:00 +0800 +08 ID: 1574726294621007872 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:40:56 +0800 +08 ID: 1574725776720609282 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:36:50 +0800 +08 ID: 1574724744104247297 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:32:11 +0800 +08 ID: 1574723575235244034 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:31:59 +0800 +08 ID: 1574723522663895040 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:26:07 +0800 +08 ID: 1574722047573643265 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:23:32 +0800 +08 ID: 1574721398471532550 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:11:29 +0800 +08 ID: 1574718365679382529 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:10:31 +0800 +08 ID: 1574718121919008768 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:05:10 +0800 +08 ID: 1574716774401986561 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:04:01 +0800 +08 ID: 1574716482994417665 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:02:51 +0800 +08 ID: 1574716190936944640 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:02:32 +0800 +08 ID: 1574716110703800326 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 19:01:53 +0800 +08 ID: 1574715949445705730 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:57:49 +0800 +08 ID: 1574714926488117248 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:56:16 +0800 +08 ID: 1574714535474495488 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:47:26 +0800 +08 ID: 1574712309590953984 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:35:44 +0800 +08 ID: 1574709368528183296 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:31:01 +0800 +08 ID: 1574708182299348992 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:24:07 +0800 +08 ID: 1574706441969340416 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:19:15 +0800 +08 ID: 1574705220436652034 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:18:24 +0800 +08 ID: 1574705004568809473 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:18:05 +0800 +08 ID: 1574704926034255873 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:12:39 +0800 +08 ID: 1574703557491666945 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:10:17 +0800 +08 ID: 1574702963590713344 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:09:15 +0800 +08 ID: 1574702701799088129 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:06:27 +0800 +08 ID: 1574701996434919424 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:02:49 +0800 +08 ID: 1574701081770496000 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 18:00:33 +0800 +08 ID: 1574700514972880896 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:59:40 +0800 +08 ID: 1574700291009613824 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:55:44 +0800 +08 ID: 1574699299501658112 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:49:11 +0800 +08 ID: 1574697653220167680 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:42:51 +0800 +08 ID: 1574696057283702784 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:42:28 +0800 +08 ID: 1574695961473200128 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:38:24 +0800 +08 ID: 1574694940059529216 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:23:24 +0800 +08 ID: 1574691165445959680 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:21:14 +0800 +08 ID: 1574690620589092864 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:19:36 +0800 +08 ID: 1574690207865393153 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:12:35 +0800 +08 ID: 1574688443463917568 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:10:46 +0800 +08 ID: 1574687986650062848 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 17:05:29 +0800 +08 ID: 1574686654282899457 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:56:01 +0800 +08 ID: 1574684273214300160 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:53:07 +0800 +08 ID: 1574683542621069313 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:52:04 +0800 +08 ID: 1574683276924420096 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:49:24 +0800 +08 ID: 1574682607186370562 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:47:29 +0800 +08 ID: 1574682125076688896 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:47:26 +0800 +08 ID: 1574682114196324352 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:46:05 +0800 +08 ID: 1574681772784513024 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:43:51 +0800 +08 ID: 1574681211393679360 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:42:29 +0800 +08 ID: 1574680867716599809 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:35:32 +0800 +08 ID: 1574679118729580545 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:31:08 +0800 +08 ID: 1574678011705581568 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:30:55 +0800 +08 ID: 1574677958035644416 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:29:06 +0800 +08 ID: 1574677497370669056 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:28:08 +0800 +08 ID: 1574677256890245120 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:22:04 +0800 +08 ID: 1574675730792751104 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:19:47 +0800 +08 ID: 1574675154483150849 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:18:32 +0800 +08 ID: 1574674838412615680 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:12:44 +0800 +08 ID: 1574673380845838336 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:10:59 +0800 +08 ID: 1574672940213608448 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:07:02 +0800 +08 ID: 1574671944997183489 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:06:31 +0800 +08 ID: 1574671814827028480 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:00:45 +0800 +08 ID: 1574670365699510273 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 16:00:39 +0800 +08 ID: 1574670337538551809 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:58:03 +0800 +08 ID: 1574669683114258432 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:56:45 +0800 +08 ID: 1574669358835863553 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:56:11 +0800 +08 ID: 1574669214891528194 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:49:15 +0800 +08 ID: 1574667468441722881 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:48:18 +0800 +08 ID: 1574667232256217088 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:47:10 +0800 +08 ID: 1574666944241758208 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:45:47 +0800 +08 ID: 1574666597792624640 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:41:48 +0800 +08 ID: 1574665597040087041 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:40:44 +0800 +08 ID: 1574665328331612161 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:39:39 +0800 +08 ID: 1574665055987466240 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:36:31 +0800 +08 ID: 1574664267210465280 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:36:28 +0800 +08 ID: 1574664253394788353 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:35:25 +0800 +08 ID: 1574663988553871360 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:34:50 +0800 +08 ID: 1574663841006333952 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:34:24 +0800 +08 ID: 1574663732822560768 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:33:21 +0800 +08 ID: 1574663469466816513 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:33:00 +0800 +08 ID: 1574663382237876224 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:32:52 +0800 +08 ID: 1574663346523033600 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:31:13 +0800 +08 ID: 1574662930700075009 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:29:56 +0800 +08 ID: 1574662610431410176 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:29:08 +0800 +08 ID: 1574662409100222464 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:29:00 +0800 +08 ID: 1574662376334708737 
2022/10/28 16:19:03 [ResulttoTweetDB] Time: 2022-09-27 15:26:17 +0800 +08 ID: 1574661690821517312 
